Trading contract,Item Number,QTY,Date From,Date To,Material,Counter Party,UOM,Contract Type,Sales Organization,Distribution Channel,Division,Shipping Conditions,L/S Position Indicator,Mode of transport,Plant,Tolerance Schedule ID,Incoterms Sales,Incoterms Part2 Sale
0000018390,000010,1000.00,1/1/19,1/31/19,000000000000100195,0200615168,BU,GTP1,1100,10,20,,FMNT,01,0016,50BU U TOL,DEL,P0016
0000018396,000010,1800.00,1/1/19,1/31/19,000000000000100195,0200896473,BU,GTP1,1100,10,20,,MANK,01,0010,50BU U TOL,DEL,P0010
0000018432,000010,2500.00,2/1/19,2/28/19,000000000000100195,0200558125,BU,GTP1,1100,10,20,,FMNT,01,0016,50BU U TOL,DEL,P0016
0000018433,000010,10000.00,1/1/19,1/31/19,000000000000100195,0200049807,BU,GTP1,1100,10,20,,FMNT,01,0016,50BU U TOL,DEL,P0016
0000018448,000010,3000.00,1/1/19,1/31/19,000000000000100195,0200192571,BU,GTP1,1100,10,20,,MANK,01,0010,50BU U TOL,DEL,P0010
0000018449,000010,850.00,1/1/19,1/31/19,000000000000100195,0200841403,BU,GTP1,1100,10,20,,MANK,01,0010,50BU U TOL,DEL,P0010
0000018477,000010,3000.00,3/1/19,3/31/19,000000000000100195,0200192571,BU,GTP1,1100,10,20,,MANK,01,0010,50BU U TOL,DEL,P0010
0000018525,000010,2800.00,6/1/19,6/30/19,000000000000100195,0200586351,BU,GTP1,1100,10,20,,MANK,01,0010,50BU U TOL,DEL,P0010
0000018591,000010,5000.00,1/1/19,1/31/19,000000000000100195,0200076049,BU,GTP1,1100,10,20,,FMNT,01,0016,50BU U TOL,DEL,P0016
0000018616,000010,3600.00,1/1/19,1/31/19,000000000000100195,0200200042,BU,GTP1,1100,10,20,,FMNT,01,0016,50BU U TOL,DEL,P0016
0000018619,000010,3600.00,3/1/19,3/31/19,000000000000100195,0200790512,BU,GTP1,1100,10,20,,FMNT,01,0016,50BU U TOL,DEL,P0016
0000018798,000010,75000.00,1/1/19,1/31/19,000000000000100195,P0110,BU,GTP1,1100,10,20,,FMNT,01,0016,50BU U TOL,DEL,P0016
0000018902,000010,5000.00,1/1/19,1/31/19,000000000000100195,0200548885,BU,GTP1,1100,10,20,,FMNT,01,0016,50BU U TOL,DEL,P0016
0000018903,000010,750.00,5/1/19,5/31/19,000000000000100195,0200900033,BU,GTP1,1100,10,20,,FMNT,01,0016,50BU U TOL,DEL,P0016
0000018944,000010,2700.00,1/1/19,1/31/19,000000000000100195,0200794797,BU,GTP1,1100,10,20,,MANK,01,0010,50BU U TOL,DEL,P0010
0000018993,000010,15000.00,1/1/19,1/31/19,000000000000100195,0200505807,BU,GTP1,1100,10,20,,FMNT,01,0016,50BU U TOL,DEL,P0016
0000019023,000010,2500.00,5/1/19,5/31/19,000000000000100195,0200841589,BU,GTP1,1100,10,20,,FMNT,01,0016,50BU U TOL,DEL,P0016
0000019179,000010,1500.00,3/1/19,3/31/19,000000000000100195,0200160922,BU,GTP1,1100,10,20,,FMNT,01,0016,50BU U TOL,DEL,P0016
0000019240,000010,3400.00,3/1/19,3/31/19,000000000000100195,0200860360,BU,GTP1,1100,10,20,,MANK,01,0010,50BU U TOL,DEL,P0010
0000019242,000010,5100.00,3/1/19,3/31/19,000000000000100195,0200860315,BU,GTP1,1100,10,20,,MANK,01,0010,50BU U TOL,DEL,P0010
0000019273,000010,3600.00,6/1/19,6/30/19,000000000000100195,0200794694,BU,GTP1,1100,10,20,,MANK,01,0010,50BU U TOL,DEL,P0010
0000019297,000010,1700.00,1/1/19,1/31/19,000000000000100195,0200204553,BU,GTP1,1100,10,20,,FMNT,01,0016,50BU U TOL,DEL,P0016
0000019321,000010,1800.00,1/1/19,1/31/19,000000000000100195,0200853799,BU,GTP1,1100,10,20,,FMNT,01,0016,50BU U TOL,DEL,P0016
0000019495,000010,500.00,1/1/19,1/31/19,000000000000100195,0200215010,BU,GTP1,1100,10,20,,FMNT,01,0016,50BU U TOL,#N/A,#N/A
0000019512,000010,500.00,1/1/19,1/31/19,000000000000100195,0200215010,BU,GTP1,1100,10,20,,MANK,01,0010,50BU U TOL,FOB,P0010
0000019515,000010,500.00,1/1/19,1/31/19,000000000000100195,0200215010,BU,GTP1,1100,10,20,,MANK,01,0010,50BU U TOL,DEL,P0010
0000019518,000010,15000.00,1/1/19,1/31/19,000000000000100195,0200548922,BU,GTP1,1100,10,20,,FMNT,01,0016,50BU U TOL,DEL,P0016
0000019613,000010,3600.00,1/1/19,1/31/19,000000000000100195,0200494851,BU,GTP1,1100,10,20,,MANK,01,0010,50BU U TOL,DEL,P0010
0000019614,000010,1800.00,1/1/19,1/31/19,000000000000100195,0200127607,BU,GTP1,1100,10,20,,MANK,01,0010,50BU U TOL,DEL,P0010
0000019683,000010,226.80,1/1/19,1/31/19,000000000000100007,0200897635,TO,GTP1,1451,10,20,,WNKL,01,1142,1TO U TOL,FOB,V200897635
0000019824,000010,900.00,5/1/19,5/31/19,000000000000100195,0200514629,BU,GTP1,1100,10,20,,MANK,01,0010,50BU U TOL,DEL,P0010
0000019833,000010,1800.00,1/1/19,1/31/19,000000000000100195,0200030037,BU,GTP1,1100,10,20,,FMNT,01,0016,50BU U TOL,DEL,P0016
0000019835,000010,4000.00,1/1/19,1/31/19,000000000000100195,0200287849,BU,GTP1,1100,10,20,,FMNT,01,0016,50BU U TOL,DEL,P0016
0000019920,000010,5000.00,1/1/19,1/31/19,000000000000100195,0200511760,BU,GTP1,1100,10,20,,MANK,01,0010,50BU U TOL,DEL,P0010
0000020000,000010,8000.00,1/1/19,1/31/19,000000000000100195,0200399929,BU,GTP1,1100,10,20,,FMNT,01,0016,50BU U TOL,DEL,P0016
0000020114,000010,1500.00,1/1/19,1/31/19,000000000000100195,0200915955,BU,GTP1,1100,10,20,,MANK,01,0010,50BU U TOL,DEL,P0010
0000020170,000010,2500.00,1/1/19,1/31/19,000000000000100195,0200287780,BU,GTP1,1100,10,20,,FMNT,01,0016,50BU U TOL,DEL,P0016
0000020272,000010,27.00,2/1/19,2/28/19,000000000000100057,0200792635,STO,ZVS1,1100,10,23,01,FMNT,01,0016,VEH LT TOL,FOB,P0016
0000020272,000020,27.00,2/1/19,2/28/19,000000000000100057,0200792635,STO,ZVS1,1100,10,23,01,FMNT,01,0016,VEH LT TOL,FOB,P0016
0000020272,000030,27.00,2/1/19,2/28/19,000000000000100057,0200792635,STO,ZVS1,1100,10,23,01,FMNT,01,0016,VEH LT TOL,FOB,P0016
0000020272,000040,27.00,2/1/19,2/28/19,000000000000100057,0200792635,STO,ZVS1,1100,10,23,01,FMNT,01,0016,VEH LT TOL,FOB,P0016
0000020272,000050,27.00,2/1/19,2/28/19,000000000000100057,0200792635,STO,ZVS1,1100,10,23,01,FMNT,01,0016,VEH LT TOL,FOB,P0016
0000020272,000060,27.00,2/1/19,2/28/19,000000000000100057,0200792635,STO,ZVS1,1100,10,23,01,FMNT,01,0016,VEH LT TOL,FOB,P0016
0000020272,000070,27.00,2/1/19,2/28/19,000000000000100057,0200792635,STO,ZVS1,1100,10,23,01,FMNT,01,0016,VEH LT TOL,FOB,P0016
0000020272,000080,27.00,2/1/19,2/28/19,000000000000100057,0200792635,STO,ZVS1,1100,10,23,01,FMNT,01,0016,VEH LT TOL,FOB,P0016
0000020272,000090,27.00,2/1/19,2/28/19,000000000000100057,0200792635,STO,ZVS1,1100,10,23,01,FMNT,01,0016,VEH LT TOL,FOB,P0016
0000020272,000100,27.00,2/1/19,2/28/19,000000000000100057,0200792635,STO,ZVS1,1100,10,23,01,FMNT,01,0016,VEH LT TOL,FOB,P0016
0000020272,000110,27.00,2/1/19,2/28/19,000000000000100057,0200792635,STO,ZVS1,1100,10,23,01,FMNT,01,0016,VEH LT TOL,FOB,P0016
0000020272,000120,27.00,2/1/19,2/28/19,000000000000100057,0200792635,STO,ZVS1,1100,10,23,01,FMNT,01,0016,VEH LT TOL,FOB,P0016
0000020272,000130,27.00,2/1/19,2/28/19,000000000000100057,0200792635,STO,ZVS1,1100,10,23,01,FMNT,01,0016,VEH LT TOL,FOB,P0016
0000020272,000140,27.00,2/1/19,2/28/19,000000000000100057,0200792635,STO,ZVS1,1100,10,23,01,FMNT,01,0016,VEH LT TOL,FOB,P0016
0000020272,000150,27.00,2/1/19,2/28/19,000000000000100057,0200792635,STO,ZVS1,1100,10,23,01,FMNT,01,0016,VEH LT TOL,FOB,P0016
0000020272,000160,27.00,2/1/19,2/28/19,000000000000100057,0200792635,STO,ZVS1,1100,10,23,01,FMNT,01,0016,VEH LT TOL,FOB,P0016
0000020272,000170,27.00,2/1/19,2/28/19,000000000000100057,0200792635,STO,ZVS1,1100,10,23,01,FMNT,01,0016,VEH LT TOL,FOB,P0016
0000020272,000180,27.00,2/1/19,2/28/19,000000000000100057,0200792635,STO,ZVS1,1100,10,23,01,FMNT,01,0016,VEH LT TOL,FOB,P0016
0000020272,000190,27.00,2/1/19,2/28/19,000000000000100057,0200792635,STO,ZVS1,1100,10,23,01,FMNT,01,0016,VEH LT TOL,FOB,P0016
0000020272,000200,27.00,2/1/19,2/28/19,000000000000100057,0200792635,STO,ZVS1,1100,10,23,01,FMNT,01,0016,VEH LT TOL,FOB,P0016
0000020273,000010,27.00,3/1/19,3/31/19,000000000000100057,0200792635,STO,ZVS1,1100,10,23,01,FMNT,01,0016,VEH LT TOL,FOB,P0016
0000020273,000020,27.00,3/1/19,3/31/19,000000000000100057,0200792635,STO,ZVS1,1100,10,23,01,FMNT,01,0016,VEH LT TOL,FOB,P0016
0000020273,000030,27.00,3/1/19,3/31/19,000000000000100057,0200792635,STO,ZVS1,1100,10,23,01,FMNT,01,0016,VEH LT TOL,FOB,P0016
0000020273,000040,27.00,3/1/19,3/31/19,000000000000100057,0200792635,STO,ZVS1,1100,10,23,01,FMNT,01,0016,VEH LT TOL,FOB,P0016
0000020273,000050,27.00,3/1/19,3/31/19,000000000000100057,0200792635,STO,ZVS1,1100,10,23,01,FMNT,01,0016,VEH LT TOL,FOB,P0016
0000020273,000060,27.00,3/1/19,3/31/19,000000000000100057,0200792635,STO,ZVS1,1100,10,23,01,FMNT,01,0016,VEH LT TOL,FOB,P0016
0000020273,000070,27.00,3/1/19,3/31/19,000000000000100057,0200792635,STO,ZVS1,1100,10,23,01,FMNT,01,0016,VEH LT TOL,FOB,P0016
0000020273,000080,27.00,3/1/19,3/31/19,000000000000100057,0200792635,STO,ZVS1,1100,10,23,01,FMNT,01,0016,VEH LT TOL,FOB,P0016
0000020273,000090,27.00,3/1/19,3/31/19,000000000000100057,0200792635,STO,ZVS1,1100,10,23,01,FMNT,01,0016,VEH LT TOL,FOB,P0016
0000020273,000100,27.00,3/1/19,3/31/19,000000000000100057,0200792635,STO,ZVS1,1100,10,23,01,FMNT,01,0016,VEH LT TOL,FOB,P0016
0000020273,000110,27.00,3/1/19,3/31/19,000000000000100057,0200792635,STO,ZVS1,1100,10,23,01,FMNT,01,0016,VEH LT TOL,FOB,P0016
0000020273,000120,27.00,3/1/19,3/31/19,000000000000100057,0200792635,STO,ZVS1,1100,10,23,01,FMNT,01,0016,VEH LT TOL,FOB,P0016
0000020273,000130,27.00,3/1/19,3/31/19,000000000000100057,0200792635,STO,ZVS1,1100,10,23,01,FMNT,01,0016,VEH LT TOL,FOB,P0016
0000020273,000140,27.00,3/1/19,3/31/19,000000000000100057,0200792635,STO,ZVS1,1100,10,23,01,FMNT,01,0016,VEH LT TOL,FOB,P0016
0000020273,000150,27.00,3/1/19,3/31/19,000000000000100057,0200792635,STO,ZVS1,1100,10,23,01,FMNT,01,0016,VEH LT TOL,FOB,P0016
0000020273,000160,27.00,3/1/19,3/31/19,000000000000100057,0200792635,STO,ZVS1,1100,10,23,01,FMNT,01,0016,VEH LT TOL,FOB,P0016
0000020273,000170,27.00,3/1/19,3/31/19,000000000000100057,0200792635,STO,ZVS1,1100,10,23,01,FMNT,01,0016,VEH LT TOL,FOB,P0016
0000020273,000180,27.00,3/1/19,3/31/19,000000000000100057,0200792635,STO,ZVS1,1100,10,23,01,FMNT,01,0016,VEH LT TOL,FOB,P0016
0000020273,000190,27.00,3/1/19,3/31/19,000000000000100057,0200792635,STO,ZVS1,1100,10,23,01,FMNT,01,0016,VEH LT TOL,FOB,P0016
0000020273,000200,27.00,3/1/19,3/31/19,000000000000100057,0200792635,STO,ZVS1,1100,10,23,01,FMNT,01,0016,VEH LT TOL,FOB,P0016
0000020274,000010,27.00,4/1/19,4/30/19,000000000000100057,0200792635,STO,ZVS1,1100,10,23,01,FMNT,01,0016,VEH LT TOL,FOB,P0016
0000020274,000020,27.00,4/1/19,4/30/19,000000000000100057,0200792635,STO,ZVS1,1100,10,23,01,FMNT,01,0016,VEH LT TOL,FOB,P0016
0000020274,000030,27.00,4/1/19,4/30/19,000000000000100057,0200792635,STO,ZVS1,1100,10,23,01,FMNT,01,0016,VEH LT TOL,FOB,P0016
0000020274,000040,27.00,4/1/19,4/30/19,000000000000100057,0200792635,STO,ZVS1,1100,10,23,01,FMNT,01,0016,VEH LT TOL,FOB,P0016
0000020274,000050,27.00,4/1/19,4/30/19,000000000000100057,0200792635,STO,ZVS1,1100,10,23,01,FMNT,01,0016,VEH LT TOL,FOB,P0016
0000020274,000060,27.00,4/1/19,4/30/19,000000000000100057,0200792635,STO,ZVS1,1100,10,23,01,FMNT,01,0016,VEH LT TOL,FOB,P0016
0000020274,000070,27.00,4/1/19,4/30/19,000000000000100057,0200792635,STO,ZVS1,1100,10,23,01,FMNT,01,0016,VEH LT TOL,FOB,P0016
0000020274,000080,27.00,4/1/19,4/30/19,000000000000100057,0200792635,STO,ZVS1,1100,10,23,01,FMNT,01,0016,VEH LT TOL,FOB,P0016
0000020274,000090,27.00,4/1/19,4/30/19,000000000000100057,0200792635,STO,ZVS1,1100,10,23,01,FMNT,01,0016,VEH LT TOL,FOB,P0016
0000020274,000100,27.00,4/1/19,4/30/19,000000000000100057,0200792635,STO,ZVS1,1100,10,23,01,FMNT,01,0016,VEH LT TOL,FOB,P0016
0000020274,000110,27.00,4/1/19,4/30/19,000000000000100057,0200792635,STO,ZVS1,1100,10,23,01,FMNT,01,0016,VEH LT TOL,FOB,P0016
0000020274,000120,27.00,4/1/19,4/30/19,000000000000100057,0200792635,STO,ZVS1,1100,10,23,01,FMNT,01,0016,VEH LT TOL,FOB,P0016
0000020274,000130,27.00,4/1/19,4/30/19,000000000000100057,0200792635,STO,ZVS1,1100,10,23,01,FMNT,01,0016,VEH LT TOL,FOB,P0016
0000020274,000140,27.00,4/1/19,4/30/19,000000000000100057,0200792635,STO,ZVS1,1100,10,23,01,FMNT,01,0016,VEH LT TOL,FOB,P0016
0000020274,000150,27.00,4/1/19,4/30/19,000000000000100057,0200792635,STO,ZVS1,1100,10,23,01,FMNT,01,0016,VEH LT TOL,FOB,P0016
0000020274,000160,27.00,4/1/19,4/30/19,000000000000100057,0200792635,STO,ZVS1,1100,10,23,01,FMNT,01,0016,VEH LT TOL,FOB,P0016
0000020274,000170,27.00,4/1/19,4/30/19,000000000000100057,0200792635,STO,ZVS1,1100,10,23,01,FMNT,01,0016,VEH LT TOL,FOB,P0016
0000020274,000180,27.00,4/1/19,4/30/19,000000000000100057,0200792635,STO,ZVS1,1100,10,23,01,FMNT,01,0016,VEH LT TOL,FOB,P0016
0000020274,000190,27.00,4/1/19,4/30/19,000000000000100057,0200792635,STO,ZVS1,1100,10,23,01,FMNT,01,0016,VEH LT TOL,FOB,P0016
0000020274,000200,27.00,4/1/19,4/30/19,000000000000100057,0200792635,STO,ZVS1,1100,10,23,01,FMNT,01,0016,VEH LT TOL,FOB,P0016
0000020275,000010,27.00,5/1/19,5/31/19,000000000000100057,0200792635,STO,ZVS1,1100,10,23,01,FMNT,01,0016,VEH LT TOL,FOB,P0016
0000020275,000020,27.00,5/1/19,5/31/19,000000000000100057,0200792635,STO,ZVS1,1100,10,23,01,FMNT,01,0016,VEH LT TOL,FOB,P0016
0000020275,000030,27.00,5/1/19,5/31/19,000000000000100057,0200792635,STO,ZVS1,1100,10,23,01,FMNT,01,0016,VEH LT TOL,FOB,P0016
0000020275,000040,27.00,5/1/19,5/31/19,000000000000100057,0200792635,STO,ZVS1,1100,10,23,01,FMNT,01,0016,VEH LT TOL,FOB,P0016
0000020275,000050,27.00,5/1/19,5/31/19,000000000000100057,0200792635,STO,ZVS1,1100,10,23,01,FMNT,01,0016,VEH LT TOL,FOB,P0016
0000020275,000060,27.00,5/1/19,5/31/19,000000000000100057,0200792635,STO,ZVS1,1100,10,23,01,FMNT,01,0016,VEH LT TOL,FOB,P0016
0000020275,000070,27.00,5/1/19,5/31/19,000000000000100057,0200792635,STO,ZVS1,1100,10,23,01,FMNT,01,0016,VEH LT TOL,FOB,P0016
0000020275,000080,27.00,5/1/19,5/31/19,000000000000100057,0200792635,STO,ZVS1,1100,10,23,01,FMNT,01,0016,VEH LT TOL,FOB,P0016
0000020275,000090,27.00,5/1/19,5/31/19,000000000000100057,0200792635,STO,ZVS1,1100,10,23,01,FMNT,01,0016,VEH LT TOL,FOB,P0016
0000020275,000100,27.00,5/1/19,5/31/19,000000000000100057,0200792635,STO,ZVS1,1100,10,23,01,FMNT,01,0016,VEH LT TOL,FOB,P0016
0000020275,000110,27.00,5/1/19,5/31/19,000000000000100057,0200792635,STO,ZVS1,1100,10,23,01,FMNT,01,0016,VEH LT TOL,FOB,P0016
0000020275,000120,27.00,5/1/19,5/31/19,000000000000100057,0200792635,STO,ZVS1,1100,10,23,01,FMNT,01,0016,VEH LT TOL,FOB,P0016
0000020275,000130,27.00,5/1/19,5/31/19,000000000000100057,0200792635,STO,ZVS1,1100,10,23,01,FMNT,01,0016,VEH LT TOL,FOB,P0016
0000020275,000140,27.00,5/1/19,5/31/19,000000000000100057,0200792635,STO,ZVS1,1100,10,23,01,FMNT,01,0016,VEH LT TOL,FOB,P0016
0000020275,000150,27.00,5/1/19,5/31/19,000000000000100057,0200792635,STO,ZVS1,1100,10,23,01,FMNT,01,0016,VEH LT TOL,FOB,P0016
0000020275,000160,27.00,5/1/19,5/31/19,000000000000100057,0200792635,STO,ZVS1,1100,10,23,01,FMNT,01,0016,VEH LT TOL,FOB,P0016
0000020275,000170,27.00,5/1/19,5/31/19,000000000000100057,0200792635,STO,ZVS1,1100,10,23,01,FMNT,01,0016,VEH LT TOL,FOB,P0016
0000020275,000180,27.00,5/1/19,5/31/19,000000000000100057,0200792635,STO,ZVS1,1100,10,23,01,FMNT,01,0016,VEH LT TOL,FOB,P0016
0000020275,000190,27.00,5/1/19,5/31/19,000000000000100057,0200792635,STO,ZVS1,1100,10,23,01,FMNT,01,0016,VEH LT TOL,FOB,P0016
0000020275,000200,27.00,5/1/19,5/31/19,000000000000100057,0200792635,STO,ZVS1,1100,10,23,01,FMNT,01,0016,VEH LT TOL,FOB,P0016
0000020276,000010,27.00,6/1/19,6/30/19,000000000000100057,0200792635,STO,ZVS1,1100,10,23,01,FMNT,01,0016,VEH LT TOL,FOB,P0016
0000020276,000020,27.00,6/1/19,6/30/19,000000000000100057,0200792635,STO,ZVS1,1100,10,23,01,FMNT,01,0016,VEH LT TOL,FOB,P0016
0000020276,000030,27.00,6/1/19,6/30/19,000000000000100057,0200792635,STO,ZVS1,1100,10,23,01,FMNT,01,0016,VEH LT TOL,FOB,P0016
0000020276,000040,27.00,6/1/19,6/30/19,000000000000100057,0200792635,STO,ZVS1,1100,10,23,01,FMNT,01,0016,VEH LT TOL,FOB,P0016
0000020276,000050,27.00,6/1/19,6/30/19,000000000000100057,0200792635,STO,ZVS1,1100,10,23,01,FMNT,01,0016,VEH LT TOL,FOB,P0016
0000020276,000060,27.00,6/1/19,6/30/19,000000000000100057,0200792635,STO,ZVS1,1100,10,23,01,FMNT,01,0016,VEH LT TOL,FOB,P0016
0000020276,000070,27.00,6/1/19,6/30/19,000000000000100057,0200792635,STO,ZVS1,1100,10,23,01,FMNT,01,0016,VEH LT TOL,FOB,P0016
0000020276,000080,27.00,6/1/19,6/30/19,000000000000100057,0200792635,STO,ZVS1,1100,10,23,01,FMNT,01,0016,VEH LT TOL,FOB,P0016
0000020276,000090,27.00,6/1/19,6/30/19,000000000000100057,0200792635,STO,ZVS1,1100,10,23,01,FMNT,01,0016,VEH LT TOL,FOB,P0016
0000020276,000100,27.00,6/1/19,6/30/19,000000000000100057,0200792635,STO,ZVS1,1100,10,23,01,FMNT,01,0016,VEH LT TOL,FOB,P0016
0000020276,000110,27.00,6/1/19,6/30/19,000000000000100057,0200792635,STO,ZVS1,1100,10,23,01,FMNT,01,0016,VEH LT TOL,FOB,P0016
0000020276,000120,27.00,6/1/19,6/30/19,000000000000100057,0200792635,STO,ZVS1,1100,10,23,01,FMNT,01,0016,VEH LT TOL,FOB,P0016
0000020276,000130,27.00,6/1/19,6/30/19,000000000000100057,0200792635,STO,ZVS1,1100,10,23,01,FMNT,01,0016,VEH LT TOL,FOB,P0016
0000020276,000140,27.00,6/1/19,6/30/19,000000000000100057,0200792635,STO,ZVS1,1100,10,23,01,FMNT,01,0016,VEH LT TOL,FOB,P0016
0000020276,000150,27.00,6/1/19,6/30/19,000000000000100057,0200792635,STO,ZVS1,1100,10,23,01,FMNT,01,0016,VEH LT TOL,FOB,P0016
0000020276,000160,27.00,6/1/19,6/30/19,000000000000100057,0200792635,STO,ZVS1,1100,10,23,01,FMNT,01,0016,VEH LT TOL,FOB,P0016
0000020276,000170,27.00,6/1/19,6/30/19,000000000000100057,0200792635,STO,ZVS1,1100,10,23,01,FMNT,01,0016,VEH LT TOL,FOB,P0016
0000020276,000180,27.00,6/1/19,6/30/19,000000000000100057,0200792635,STO,ZVS1,1100,10,23,01,FMNT,01,0016,VEH LT TOL,FOB,P0016
0000020276,000190,27.00,6/1/19,6/30/19,000000000000100057,0200792635,STO,ZVS1,1100,10,23,01,FMNT,01,0016,VEH LT TOL,FOB,P0016
0000020276,000200,27.00,6/1/19,6/30/19,000000000000100057,0200792635,STO,ZVS1,1100,10,23,01,FMNT,01,0016,VEH LT TOL,FOB,P0016
0000020285,000010,900.00,3/1/19,3/31/19,000000000000100195,0200579294,BU,GTP1,1100,10,20,,FMNT,01,0016,50BU U TOL,DEL,P0016
0000020295,000010,750.00,5/1/19,5/31/19,000000000000100195,0200900033,BU,GTP1,1100,10,20,,FMNT,01,0016,50BU U TOL,DEL,P0016
0000020324,000010,4000.00,1/1/19,1/31/19,000000000000100195,0200914186,BU,GTP1,1100,10,20,,MANK,01,0010,50BU U TOL,DEL,P0010
0000020348,000010,1650.00,1/1/19,1/31/19,000000000000100195,0200914769,BU,GTP1,1100,10,20,,FMNT,01,0016,50BU U TOL,DEL,P0016
0000020430,000010,2000.00,1/1/19,1/31/19,000000000000100195,0200017436,BU,GTP1,1100,10,20,,MANK,01,0010,50BU U TOL,DEL,P0010
0000020441,000010,900.00,1/1/19,1/31/19,000000000000100195,0200111854,BU,GTP1,1100,10,20,,MANK,01,0010,50BU U TOL,DEL,P0010
0000020442,000010,900.00,1/1/19,1/31/19,000000000000100195,0200111854,BU,GTP1,1100,10,20,,MANK,01,0010,50BU U TOL,DEL,P0010
0000020492,000010,2700.00,6/1/19,6/30/19,000000000000100195,0200335777,BU,GTP1,1100,10,20,,MANK,01,0010,50BU U TOL,DEL,P0010
0000020497,000010,1800.00,1/1/19,1/31/19,000000000000100195,0200863890,BU,GTP1,1100,10,20,,MANK,01,0010,50BU U TOL,DEL,P0010
0000020569,000010,500.00,5/1/19,5/31/19,000000000000100195,0200900033,BU,GTP1,1100,10,20,,FMNT,01,0016,50BU U TOL,DEL,P0016
0000020705,000010,2700.00,1/1/19,1/31/19,000000000000100195,0200192316,BU,GTP1,1100,10,20,,MANK,01,0010,50BU U TOL,DEL,P0010
0000020738,000010,1800.00,1/1/19,1/31/19,000000000000100195,0200896473,BU,GTP1,1100,10,20,,MANK,01,0010,50BU U TOL,DEL,P0010
0000020820,000010,4700.00,1/1/19,1/31/19,000000000000100195,0200196861,BU,GTP1,1100,10,20,,FMNT,01,0016,50BU U TOL,DEL,P0016
0000020848,000010,1700.00,1/1/19,1/31/19,000000000000100195,0200793593,BU,GTP1,1100,10,20,,FMNT,01,0016,50BU U TOL,DEL,P0016
0000020861,000010,1700.00,1/1/19,1/31/19,000000000000100195,0200793592,BU,GTP1,1100,10,20,,FMNT,01,0016,50BU U TOL,DEL,P0016
0000020906,000010,5400.00,1/1/19,1/31/19,000000000000100195,0200480170,BU,GTP1,1100,10,20,,MANK,01,0010,50BU U TOL,DEL,P0010
0000020955,000010,5000.00,3/1/19,3/31/19,000000000000100195,0200795384,BU,GTP1,1100,10,20,,FMNT,01,0016,50BU U TOL,DEL,P0016
0000020956,000010,1900.00,6/1/19,6/30/19,000000000000100195,0200831060,BU,GTP1,1100,10,20,,FMNT,01,0016,50BU U TOL,DEL,P0016
0000021085,000010,850.00,1/1/19,1/31/19,000000000000100195,0200556577,BU,GTP1,1100,10,20,,MANK,01,0010,50BU U TOL,DEL,P0010
0000021299,000010,1800.00,1/1/19,1/31/19,000000000000100195,0200089122,BU,GTP1,1100,10,20,,MANK,01,0010,50BU U TOL,DEL,P0010
0000021384,000010,1850.00,1/1/19,1/31/19,000000000000100195,0200335928,BU,GTP1,1100,10,20,,MANK,01,0010,50BU U TOL,DEL,P0010
0000021407,000010,720.00,2/1/19,2/28/19,000000000000100195,0200862471,BU,GTP1,1100,10,20,,MANK,01,0010,50BU U TOL,DEL,P0010
0000021408,000010,2440.00,2/1/19,2/28/19,000000000000100195,0200767340,BU,GTP1,1100,10,20,,MANK,01,0010,50BU U TOL,DEL,P0010
0000021444,000010,900.00,1/1/19,1/31/19,000000000000100195,0200581178,BU,GTP1,1100,10,20,,MANK,01,0010,50BU U TOL,DEL,P0010
0000021543,000010,15000.00,1/1/19,1/31/19,000000000000100195,0200049807,BU,GTP1,1100,10,20,,FMNT,01,0016,50BU U TOL,DEL,P0016
0000021561,000010,2500.00,5/1/19,5/31/19,000000000000100195,0200213461,BU,GTP1,1100,10,20,,FMNT,01,0016,50BU U TOL,DEL,P0016
0000021565,000010,3000.00,3/1/19,3/31/19,000000000000100195,0200103219,BU,GTP1,1100,10,20,,FMNT,01,0016,50BU U TOL,DEL,P0016
0000021566,000010,3000.00,3/1/19,3/31/19,000000000000100195,0200193858,BU,GTP1,1100,10,20,,FMNT,01,0016,50BU U TOL,DEL,P0016
0000021567,000010,3000.00,3/1/19,3/31/19,000000000000100195,0200193977,BU,GTP1,1100,10,20,,FMNT,01,0016,50BU U TOL,DEL,P0016
0000021628,000010,1000.00,5/1/19,5/31/19,000000000000100195,0200900033,BU,GTP1,1100,10,20,,FMNT,01,0016,50BU U TOL,DEL,P0016
0000021662,000010,3500.00,1/1/19,1/31/19,000000000000100195,0200891148,BU,GTP1,1100,10,20,,FMNT,01,0016,50BU U TOL,DEL,P0016
0000021702,000010,2700.00,1/1/19,1/31/19,000000000000100195,0200671366,BU,GTP1,1100,10,20,,FMNT,01,0016,50BU U TOL,DEL,P0016
0000021764,000010,5000.00,1/1/19,1/31/19,000000000000100195,0200548885,BU,GTP1,1100,10,20,,FMNT,01,0016,50BU U TOL,DEL,P0016
0000021772,000010,900.00,1/1/19,1/31/19,000000000000100195,0200578890,BU,GTP1,1100,10,20,,MANK,01,0010,50BU U TOL,DEL,P0010
0000021839,000010,3600.00,1/1/19,1/31/19,000000000000100195,0200858050,BU,GTP1,1100,10,20,,MANK,01,0010,50BU U TOL,DEL,P0010
0000022000,000010,900.00,3/1/19,3/31/19,000000000000100195,0200579294,BU,GTP1,1100,10,20,,FMNT,01,0016,50BU U TOL,DEL,P0016
